PFco_Code,segment,risk_category,priority,action,current_stock_kg,predicted_need_kg,safety_stock_kg,restock_qty_kg,turnover_ratio,stockout_pct,overstock_pct,suggestion
115,medium moving,overstock,SEDANG,KURANGI STOK,111.02,0.0,199.5,0.0,5.25,0.0,0.0,Stok berlebih (111 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
119,slow moving,overstock,RENDAH,KURANGI STOK,65.22,0.0,41.97,0.0,0.71,0.0,0.0,Stok berlebih (65 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
123,slow moving,overstock,RENDAH,KURANGI STOK,152.64,0.0,87.55,0.0,2.16,0.0,0.0,Stok berlebih (153 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
124,slow moving,overstock,RENDAH,KURANGI STOK,1399.55,0.0,270.99,0.0,0.7,0.0,66.67,Stok berlebih (1400 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
125,slow moving,overstock,RENDAH,KURANGI STOK,120.56,0.0,71.24,0.0,0.96,0.0,0.0,Stok berlebih (121 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
126,slow moving,overstock,RENDAH,KURANGI STOK,241.65,0.0,56.89,0.0,0.83,0.0,0.0,Stok berlebih (242 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
127,slow moving,overstock,RENDAH,KURANGI STOK,281.36,0.0,53.4,0.0,0.61,0.0,0.0,Stok berlebih (281 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
139,slow moving,overstock,RENDAH,KURANGI STOK,3340.09,0.0,949.55,0.0,1.13,0.0,0.0,Stok berlebih (3340 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
145,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,0.0,643.32,239.44,882.76,1.29,31.25,0.0,Stok kurang (0 Kg vs kebutuhan 643 Kg). Segera restock minimal 643 Kg + safety stock 239 Kg.
146,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,142.95,1251.55,292.24,1400.84,0.55,6.98,9.3,Stok kurang (143 Kg vs kebutuhan 1252 Kg). Segera restock minimal 1109 Kg + safety stock 292 Kg.
148,slow moving,perlu_perhatian,RENDAH,MONITOR & SIAPKAN,22.26,37.6,11.48,41.36,0.47,0.0,5.41,Stok mendekati batas minimum. Siapkan order pembelian 38 Kg untuk periode berikutnya.
155,slow moving,optimal,RENDAH,PERTAHANKAN,1194.56,814.88,634.76,814.88,0.46,0.0,26.19,Stok dalam kondisi optimal (1195 Kg). Pertahankan pola restocking saat ini.
158,fast moving,overstock,TINGGI,KURANGI STOK,12614.54,6227.16,2001.96,0.0,0.47,0.0,88.37,Stok berlebih (12615 Kg vs kebutuhan 6227 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
160,slow moving,optimal,RENDAH,PERTAHANKAN,2312.97,2390.24,309.47,2390.24,0.56,0.0,25.58,Stok dalam kondisi optimal (2313 Kg). Pertahankan pola restocking saat ini.
161,slow moving,optimal,RENDAH,PERTAHANKAN,204.9,247.95,88.9,247.95,0.56,7.32,7.32,Stok dalam kondisi optimal (205 Kg). Pertahankan pola restocking saat ini.
164,medium moving,overstock,SEDANG,KURANGI STOK,23.84,0.0,22.77,0.0,4.61,33.33,0.0,Stok berlebih (24 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
167,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,119.89,449.19,38.86,368.16,0.37,2.5,20.0,Stok kurang (120 Kg vs kebutuhan 449 Kg). Segera restock minimal 329 Kg + safety stock 39 Kg.
168,slow moving,overstock,RENDAH,KURANGI STOK,461.69,0.0,136.62,0.0,1.25,0.0,0.0,Stok berlebih (462 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
172,slow moving,overstock,RENDAH,KURANGI STOK,459.23,0.0,75.37,0.0,0.8,0.0,0.0,Stok berlebih (459 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
174,slow moving,overstock,RENDAH,KURANGI STOK,1559.4,1606.16,263.31,46.76,0.75,4.17,33.33,Stok berlebih (1559 Kg vs kebutuhan 1606 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
175,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,5.12,2707.62,487.02,3189.52,1.57,25.58,9.3,Stok kurang (5 Kg vs kebutuhan 2708 Kg). Segera restock minimal 2702 Kg + safety stock 487 Kg.
176,slow moving,overstock,RENDAH,KURANGI STOK,59.81,0.0,31.65,0.0,2.04,0.0,0.0,Stok berlebih (60 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
177,slow moving,overstock,RENDAH,KURANGI STOK,826.96,378.38,76.23,0.0,0.88,4.88,36.59,Stok berlebih (827 Kg vs kebutuhan 378 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
178,slow moving,overstock,RENDAH,KURANGI STOK,483.57,0.0,62.81,0.0,0.63,0.0,100.0,Stok berlebih (484 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
179,fast moving,overstock,TINGGI,KURANGI STOK,23611.15,8232.15,1487.84,0.0,0.3,0.0,86.05,Stok berlebih (23611 Kg vs kebutuhan 8232 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
181,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,44.22,484.29,169.19,609.26,0.99,25.0,0.0,Stok kurang (44 Kg vs kebutuhan 484 Kg). Segera restock minimal 440 Kg + safety stock 169 Kg.
183,medium moving,overstock,SEDANG,KURANGI STOK,39.66,0.0,35.69,0.0,3.07,0.0,0.0,Stok berlebih (40 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
187,slow moving,overstock,RENDAH,KURANGI STOK,1949.77,3103.69,597.46,1153.92,0.43,0.0,35.0,Stok berlebih (1950 Kg vs kebutuhan 3104 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
188,slow moving,overstock,RENDAH,KURANGI STOK,797.36,357.45,76.92,0.0,0.35,0.0,82.35,Stok berlebih (797 Kg vs kebutuhan 357 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
191,slow moving,overstock,RENDAH,KURANGI STOK,248.38,0.0,69.2,0.0,1.01,0.0,0.0,Stok berlebih (248 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
193,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,194.32,715.28,114.3,635.26,2.96,34.88,0.0,Stok kurang (194 Kg vs kebutuhan 715 Kg). Segera restock minimal 521 Kg + safety stock 114 Kg.
195,slow moving,overstock,RENDAH,KURANGI STOK,1681.96,0.0,1002.19,0.0,1.75,0.0,0.0,Stok berlebih (1682 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
197,slow moving,perlu_perhatian,RENDAH,MONITOR & SIAPKAN,299.78,563.2,110.19,619.52,0.5,0.0,0.0,Stok mendekati batas minimum. Siapkan order pembelian 563 Kg untuk periode berikutnya.
198,slow moving,overstock,RENDAH,KURANGI STOK,60.91,0.0,16.39,0.0,0.58,0.0,11.11,Stok berlebih (61 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
199,slow moving,overstock,RENDAH,KURANGI STOK,947.97,148.12,38.87,0.0,0.21,0.0,97.67,Stok berlebih (948 Kg vs kebutuhan 148 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
200,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,112.28,114.39,27.48,29.59,1.76,37.93,3.45,Stok kurang (112 Kg vs kebutuhan 114 Kg). Segera restock minimal 2 Kg + safety stock 27 Kg.
201,slow moving,overstock,RENDAH,KURANGI STOK,663.1,194.43,93.76,0.0,0.67,0.0,53.49,Stok berlebih (663 Kg vs kebutuhan 194 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
203,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,1.59,96.81,17.99,113.21,1.0,11.76,0.0,Stok kurang (2 Kg vs kebutuhan 97 Kg). Segera restock minimal 95 Kg + safety stock 18 Kg.
204,slow moving,overstock,RENDAH,KURANGI STOK,80.05,139.13,37.82,59.08,0.59,2.38,61.9,Stok berlebih (80 Kg vs kebutuhan 139 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
205,slow moving,optimal,RENDAH,PERTAHANKAN,743.18,796.19,195.13,796.19,1.16,0.0,0.0,Stok dalam kondisi optimal (743 Kg). Pertahankan pola restocking saat ini.
206,medium moving,perlu_perhatian,SEDANG,MONITOR & SIAPKAN,142.61,183.1,42.76,201.41,2.33,16.28,0.0,Stok mendekati batas minimum. Siapkan order pembelian 183 Kg untuk periode berikutnya.
208,slow moving,overstock,RENDAH,KURANGI STOK,28.62,0.0,37.49,0.0,0.38,10.0,0.0,Stok berlebih (29 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
209,slow moving,overstock,RENDAH,KURANGI STOK,142.75,0.0,41.52,0.0,0.21,0.0,40.0,Stok berlebih (143 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
211,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,56.14,501.5,90.75,536.11,4.04,28.57,0.0,Stok kurang (56 Kg vs kebutuhan 502 Kg). Segera restock minimal 445 Kg + safety stock 91 Kg.
212,slow moving,overstock,RENDAH,KURANGI STOK,212.01,0.0,65.57,0.0,1.34,0.0,0.0,Stok berlebih (212 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
214,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,320.51,651.97,199.34,530.8,1.77,26.92,0.0,Stok kurang (321 Kg vs kebutuhan 652 Kg). Segera restock minimal 331 Kg + safety stock 199 Kg.
215,slow moving,overstock,RENDAH,KURANGI STOK,89.22,0.0,66.6,0.0,2.56,0.0,0.0,Stok berlebih (89 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
216,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,292.28,866.11,242.7,816.53,0.86,2.63,0.0,Stok kurang (292 Kg vs kebutuhan 866 Kg). Segera restock minimal 574 Kg + safety stock 243 Kg.
217,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,1171.93,1297.76,309.3,435.13,0.92,25.93,0.0,Stok kurang (1172 Kg vs kebutuhan 1298 Kg). Segera restock minimal 126 Kg + safety stock 309 Kg.
218,slow moving,overstock,RENDAH,KURANGI STOK,2421.61,742.03,150.81,0.0,0.43,0.0,67.44,Stok berlebih (2422 Kg vs kebutuhan 742 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
222,slow moving,overstock,RENDAH,KURANGI STOK,158.63,0.0,34.97,0.0,1.02,0.0,0.0,Stok berlebih (159 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
223,slow moving,optimal,RENDAH,PERTAHANKAN,2423.76,2356.27,343.59,2356.27,0.93,4.65,20.93,Stok dalam kondisi optimal (2424 Kg). Pertahankan pola restocking saat ini.
224,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,128.58,585.39,69.92,526.73,0.9,9.09,0.0,Stok kurang (129 Kg vs kebutuhan 585 Kg). Segera restock minimal 457 Kg + safety stock 70 Kg.
226,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,68.15,267.88,73.6,273.33,0.43,0.0,4.0,Stok kurang (68 Kg vs kebutuhan 268 Kg). Segera restock minimal 200 Kg + safety stock 74 Kg.
228,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,236.51,821.49,67.2,652.18,1.15,6.9,0.0,Stok kurang (237 Kg vs kebutuhan 821 Kg). Segera restock minimal 585 Kg + safety stock 67 Kg.
230,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,218.24,450.79,166.69,399.24,0.78,21.95,0.0,Stok kurang (218 Kg vs kebutuhan 451 Kg). Segera restock minimal 233 Kg + safety stock 167 Kg.
232,slow moving,overstock,RENDAH,KURANGI STOK,2021.56,2968.17,527.79,946.61,0.66,2.33,44.19,Stok berlebih (2022 Kg vs kebutuhan 2968 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
234,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,215.62,2743.25,494.61,3022.24,3.4,25.58,0.0,Stok kurang (216 Kg vs kebutuhan 2743 Kg). Segera restock minimal 2528 Kg + safety stock 495 Kg.
235,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,87.55,414.55,66.49,393.49,1.29,18.92,0.0,Stok kurang (88 Kg vs kebutuhan 415 Kg). Segera restock minimal 327 Kg + safety stock 66 Kg.
236,slow moving,overstock,RENDAH,KURANGI STOK,31.52,0.0,20.68,0.0,0.8,16.67,0.0,Stok berlebih (32 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
237,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,582.92,1930.95,244.43,1592.46,1.38,2.38,0.0,Stok kurang (583 Kg vs kebutuhan 1931 Kg). Segera restock minimal 1348 Kg + safety stock 244 Kg.
242,slow moving,perlu_perhatian,RENDAH,MONITOR & SIAPKAN,172.38,248.88,87.2,273.77,0.56,0.0,0.0,Stok mendekati batas minimum. Siapkan order pembelian 249 Kg untuk periode berikutnya.
243,fast moving,overstock,TINGGI,KURANGI STOK,24112.94,6656.47,1221.09,0.0,0.48,0.0,51.16,Stok berlebih (24113 Kg vs kebutuhan 6656 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
246,slow moving,overstock,RENDAH,KURANGI STOK,22.11,0.0,63.9,0.0,0.26,4.0,0.0,Stok berlebih (22 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
247,slow moving,overstock,RENDAH,KURANGI STOK,1059.41,0.0,329.06,0.0,1.17,0.0,0.0,Stok berlebih (1059 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
248,slow moving,overstock,RENDAH,KURANGI STOK,92.08,0.0,33.9,0.0,1.44,0.0,0.0,Stok berlebih (92 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
249,slow moving,overstock,RENDAH,KURANGI STOK,4281.65,1273.06,1109.99,0.0,0.89,2.33,16.28,Stok berlebih (4282 Kg vs kebutuhan 1273 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
250,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,24.09,180.49,67.93,224.33,3.6,19.51,0.0,Stok kurang (24 Kg vs kebutuhan 180 Kg). Segera restock minimal 156 Kg + safety stock 68 Kg.
251,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,35.68,294.47,57.14,315.93,1.48,7.14,0.0,Stok kurang (36 Kg vs kebutuhan 294 Kg). Segera restock minimal 259 Kg + safety stock 57 Kg.
252,slow moving,overstock,RENDAH,KURANGI STOK,241.98,0.0,70.84,0.0,0.93,0.0,0.0,Stok berlebih (242 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
257,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,0.0,1663.37,303.09,1966.46,0.35,12.9,0.0,Stok kurang (0 Kg vs kebutuhan 1663 Kg). Segera restock minimal 1663 Kg + safety stock 303 Kg.
258,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,3.96,100.97,46.9,143.91,2.33,0.0,0.0,Stok kurang (4 Kg vs kebutuhan 101 Kg). Segera restock minimal 97 Kg + safety stock 47 Kg.
262,slow moving,overstock,RENDAH,KURANGI STOK,3075.47,1613.62,398.53,0.0,0.2,0.0,90.24,Stok berlebih (3075 Kg vs kebutuhan 1614 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
269,fast moving,overstock,TINGGI,KURANGI STOK,31177.49,10343.05,2178.72,0.0,0.4,0.0,74.42,Stok berlebih (31177 Kg vs kebutuhan 10343 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
270,slow moving,overstock,RENDAH,KURANGI STOK,160.37,0.0,138.12,0.0,0.21,0.0,0.0,Stok berlebih (160 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
271,slow moving,overstock,RENDAH,KURANGI STOK,700.74,400.72,71.28,0.0,0.29,0.0,92.86,Stok berlebih (701 Kg vs kebutuhan 401 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
274,slow moving,overstock,RENDAH,KURANGI STOK,110.74,0.0,73.83,0.0,0.21,0.0,0.0,Stok berlebih (111 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
280,slow moving,overstock,RENDAH,KURANGI STOK,29.38,0.0,20.97,0.0,0.63,0.0,9.09,Stok berlebih (29 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
281,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,99.83,329.43,85.67,315.27,0.71,2.33,2.33,Stok kurang (100 Kg vs kebutuhan 329 Kg). Segera restock minimal 230 Kg + safety stock 86 Kg.
285,slow moving,overstock,RENDAH,KURANGI STOK,57.91,0.0,11.58,0.0,0.68,0.0,0.0,Stok berlebih (58 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
286,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,87.23,631.61,236.55,780.93,0.67,13.95,13.95,Stok kurang (87 Kg vs kebutuhan 632 Kg). Segera restock minimal 544 Kg + safety stock 237 Kg.
288,slow moving,overstock,RENDAH,KURANGI STOK,14.5,0.0,4.94,0.0,1.51,0.0,0.0,Stok berlebih (14 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
401,slow moving,optimal,RENDAH,PERTAHANKAN,198.86,158.7,34.55,158.7,0.56,0.0,16.28,Stok dalam kondisi optimal (199 Kg). Pertahankan pola restocking saat ini.
403,slow moving,overstock,RENDAH,KURANGI STOK,4.28,294.53,159.77,290.25,0.16,6.98,53.49,Stok berlebih (4 Kg vs kebutuhan 295 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
404,slow moving,overstock,RENDAH,KURANGI STOK,428.31,354.03,87.65,0.0,0.65,0.0,39.53,Stok berlebih (428 Kg vs kebutuhan 354 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
405,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,10.6,37.16,7.68,34.24,0.5,0.0,0.0,Stok kurang (11 Kg vs kebutuhan 37 Kg). Segera restock minimal 27 Kg + safety stock 8 Kg.
406,slow moving,optimal,RENDAH,PERTAHANKAN,184.07,226.69,25.64,226.69,0.79,9.52,26.19,Stok dalam kondisi optimal (184 Kg). Pertahankan pola restocking saat ini.
416,slow moving,overstock,RENDAH,KURANGI STOK,112.48,0.0,57.58,0.0,0.38,0.0,0.0,Stok berlebih (112 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
417,slow moving,overstock,RENDAH,KURANGI STOK,9.65,0.0,3.88,0.0,1.04,0.0,0.0,Stok berlebih (10 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
418,slow moving,overstock,RENDAH,KURANGI STOK,223.37,113.63,20.56,0.0,0.17,0.0,95.35,Stok berlebih (223 Kg vs kebutuhan 114 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
419,slow moving,overstock,RENDAH,KURANGI STOK,484.05,170.05,35.75,0.0,0.34,0.0,88.37,Stok berlebih (484 Kg vs kebutuhan 170 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
420,slow moving,overstock,RENDAH,KURANGI STOK,57.98,0.0,26.26,0.0,0.24,0.0,0.0,Stok berlebih (58 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
421,slow moving,overstock,RENDAH,KURANGI STOK,8.46,0.0,2.58,0.0,0.9,0.0,0.0,Stok berlebih (8 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
422,slow moving,overstock,RENDAH,KURANGI STOK,47.91,0.0,19.55,0.0,1.27,0.0,0.0,Stok berlebih (48 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
423,slow moving,overstock,RENDAH,KURANGI STOK,815.3,286.14,56.43,0.0,0.37,2.5,52.5,Stok berlebih (815 Kg vs kebutuhan 286 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
424,slow moving,overstock,RENDAH,KURANGI STOK,59.81,0.0,34.15,0.0,0.88,0.0,0.0,Stok berlebih (60 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
425,slow moving,overstock,RENDAH,KURANGI STOK,76.54,0.0,15.55,0.0,0.78,0.0,0.0,Stok berlebih (77 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
426,slow moving,overstock,RENDAH,KURANGI STOK,35.96,0.0,20.69,0.0,0.48,12.5,0.0,Stok berlebih (36 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
428,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,171.8,514.7,85.19,428.09,0.83,0.0,11.63,Stok kurang (172 Kg vs kebutuhan 515 Kg). Segera restock minimal 343 Kg + safety stock 85 Kg.
429,slow moving,overstock,RENDAH,KURANGI STOK,48.92,0.0,29.26,0.0,0.15,0.0,0.0,Stok berlebih (49 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
432,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,0.0,0.0,41.58,41.58,0.41,23.53,0.0,Stok kurang (0 Kg vs kebutuhan 0 Kg). Segera restock minimal 0 Kg + safety stock 42 Kg.
435,slow moving,overstock,RENDAH,KURANGI STOK,227.9,0.0,46.47,0.0,0.92,0.0,0.0,Stok berlebih (228 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
436,slow moving,overstock,RENDAH,KURANGI STOK,133.96,0.0,52.64,0.0,0.78,0.0,0.0,Stok berlebih (134 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
437,slow moving,overstock,RENDAH,KURANGI STOK,17.03,126.04,39.54,109.01,0.49,9.3,34.88,Stok berlebih (17 Kg vs kebutuhan 126 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
438,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,136.64,2642.03,178.94,2684.33,1.37,14.29,0.0,Stok kurang (137 Kg vs kebutuhan 2642 Kg). Segera restock minimal 2505 Kg + safety stock 179 Kg.
439,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,443.49,948.04,230.09,734.64,1.23,11.63,0.0,Stok kurang (443 Kg vs kebutuhan 948 Kg). Segera restock minimal 505 Kg + safety stock 230 Kg.
444,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,30.64,110.45,35.34,115.15,0.5,0.0,10.0,Stok kurang (31 Kg vs kebutuhan 110 Kg). Segera restock minimal 80 Kg + safety stock 35 Kg.
445,slow moving,overstock,RENDAH,KURANGI STOK,2634.1,875.0,310.8,0.0,0.38,0.0,88.37,Stok berlebih (2634 Kg vs kebutuhan 875 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
446,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,71.32,128.34,46.7,103.72,1.52,20.93,2.33,Stok kurang (71 Kg vs kebutuhan 128 Kg). Segera restock minimal 57 Kg + safety stock 47 Kg.
447,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,0.0,125.52,32.37,157.89,1.19,26.83,0.0,Stok kurang (0 Kg vs kebutuhan 126 Kg). Segera restock minimal 126 Kg + safety stock 32 Kg.
448,slow moving,overstock,RENDAH,KURANGI STOK,285.63,832.87,224.97,547.24,0.32,0.0,31.03,Stok berlebih (286 Kg vs kebutuhan 833 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
449,slow moving,overstock,RENDAH,KURANGI STOK,57.3,0.0,28.47,0.0,2.01,0.0,0.0,Stok berlebih (57 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
450,slow moving,overstock,RENDAH,KURANGI STOK,114.19,0.0,30.75,0.0,0.95,0.0,0.0,Stok berlebih (114 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
451,medium moving,understock,TINGGI,TAMBAH STOK SEGERA,335.97,1163.88,267.34,1095.25,2.43,25.0,0.0,Stok kurang (336 Kg vs kebutuhan 1164 Kg). Segera restock minimal 828 Kg + safety stock 267 Kg.
454,slow moving,overstock,RENDAH,KURANGI STOK,2494.35,1004.82,230.79,0.0,0.39,0.0,74.42,Stok berlebih (2494 Kg vs kebutuhan 1005 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
455,slow moving,overstock,RENDAH,KURANGI STOK,26.53,0.0,17.41,0.0,0.42,0.0,0.0,Stok berlebih (27 Kg vs kebutuhan 0 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
456,slow moving,understock,RENDAH,TAMBAH STOK SEGERA,567.22,1190.84,208.45,832.07,0.42,0.0,17.5,Stok kurang (567 Kg vs kebutuhan 1191 Kg). Segera restock minimal 624 Kg + safety stock 208 Kg.
457,slow moving,optimal,RENDAH,PERTAHANKAN,5719.4,3609.9,874.17,3609.9,0.82,0.0,25.58,Stok dalam kondisi optimal (5719 Kg). Pertahankan pola restocking saat ini.
458,slow moving,overstock,RENDAH,KURANGI STOK,2515.01,1344.2,766.48,0.0,0.56,0.0,16.28,Stok berlebih (2515 Kg vs kebutuhan 1344 Kg). Kurangi pembelian dan pertimbangkan promosi/bundling untuk menghabiskan stok.
